displ,cyl,city,hwy,comb,asp,trans,gears,lockup,drive,intakevalves,exhaustvalves,cyldeact,vvt,vvl
2,4,27,33,29,NAT,SCV,7,Y,A,2,2,N,Y,N
2.5,4,22,28,24,NAT,M,6,N,A,2,2,N,Y,N
2.5,4,26,32,28,NAT,SCV,6,Y,A,2,2,N,Y,N
2.5,4,25,32,28,NAT,SCV,7,Y,A,2,2,N,Y,N
2,4,23,27,25,TC,SCV,8,Y,A,2,2,N,Y,N
3.6,6,20,27,22,NAT,SCV,6,Y,A,2,2,N,Y,N
2,4,21,27,23,TC,M,6,N,A,2,2,N,Y,N
2,4,18,24,21,TC,SCV,8,Y,A,2,2,N,Y,N
2.5,4,17,22,19,TC,M,6,N,A,2,2,N,Y,N
2,4,22,30,25,NAT,M,5,N,A,2,2,N,Y,N
2,4,27,35,30,NAT,SCV,7,Y,A,2,2,N,Y,N
2,4,23,31,26,NAT,M,5,N,A,2,2,N,Y,N
2,4,27,36,30,NAT,SCV,7,Y,A,2,2,N,Y,N
2,4,20,27,23,NAT,M,6,N,R,2,2,N,Y,N
2.5,4,16,22,18,TC,M,6,N,A,2,2,N,Y,N
1.5,4,30,35,32,NAT,A,4,Y,F,2,2,N,Y,N
1.5,4,30,36,33,NAT,M,5,N,F,2,2,N,Y,N
2,4,27,31,29,NAT,SCV,7,Y,F,2,2,N,Y,Y
2.5,4,51,53,52,NAT,SCV,6,N,F,2,2,N,Y,N
2.5,4,44,47,46,NAT,SCV,6,N,F,2,2,N,Y,N
1.5,4,48,43,46,NAT,CVT,1,N,F,2,2,N,Y,N
3.5,6,26,35,30,NAT,SCV,10,N,R,2,2,N,Y,N
2.5,4,29,41,34,NAT,SA,8,Y,F,2,2,N,Y,N
4.6,8,15,19,16,NAT,SA,6,Y,R,2,2,N,Y,N
4.6,8,14,18,16,NAT,SA,6,Y,P,2,2,N,Y,N
2.5,4,40,39,40,NAT,SCV,6,N,F,2,2,N,Y,N
2.5,4,33,30,31,NAT,SCV,6,N,A,2,2,N,Y,N
3.5,6,21,30,24,NAT,SA,6,Y,F,2,2,N,Y,N
1.8,4,28,36,32,NAT,CVT,1,Y,F,2,2,N,Y,N
1.8,4,28,35,31,NAT,SCV,7,Y,F,2,2,N,Y,N
1.8,4,27,35,30,NAT,M,6,N,F,2,2,N,Y,N
1.8,4,30,40,34,NAT,CVT,1,Y,F,2,2,N,Y,Y
1.8,4,29,38,33,NAT,CVT,1,Y,F,2,2,N,Y,Y
5.7,8,13,17,14,NAT,SA,6,Y,P,2,2,N,Y,N
5.7,8,13,17,15,NAT,SA,6,Y,P,2,2,N,Y,N
5.7,8,13,17,15,NAT,SA,6,Y,R,2,2,N,Y,N
5.7,8,13,17,14,NAT,SA,6,Y,P,2,2,N,Y,N
5.7,8,13,18,15,NAT,SA,6,Y,R,2,2,N,Y,N
5.7,8,13,17,14,NAT,SA,6,Y,P,2,2,N,Y,N
3.5,6,22,33,26,NAT,SA,8,Y,F,2,2,N,Y,N
3.5,6,22,32,26,NAT,SA,8,Y,F,2,2,N,Y,N
2.5,4,28,39,32,NAT,SA,8,Y,F,2,2,N,Y,N
2.5,4,28,39,32,NAT,SA,8,Y,F,2,2,N,Y,N
4.6,8,15,18,16,NAT,SA,6,Y,4,2,2,N,Y,N
2.5,4,40,39,40,NAT,SCV,6,N,F,2,2,N,Y,N
3.5,6,21,30,24,NAT,SA,6,Y,F,2,2,N,Y,N
5,8,16,26,19,NAT,SA,10,Y,R,2,2,N,Y,N
1.8,4,28,36,31,NAT,SCV,7,Y,F,2,2,N,Y,Y
1.8,4,27,35,30,NAT,M,6,N,F,2,2,N,Y,Y
3.5,6,25,33,28,NAT,SCV,10,N,R,2,2,N,Y,N
3.5,6,23,31,26,NAT,SCV,10,N,A,2,2,N,Y,N
4,6,17,21,18,NAT,SA,5,Y,R,2,2,N,Y,N
4,6,17,20,18,NAT,SA,5,Y,P,2,2,N,Y,N
3.5,6,19,27,22,NAT,SA,8,Y,F,2,2,N,Y,N
3.5,6,18,24,20,NAT,SA,8,Y,A,2,2,N,Y,N
2,4,22,28,25,TC,SA,6,Y,F,2,2,N,Y,N
2,4,22,28,24,TC,SA,6,Y,A,2,2,N,Y,N
2,4,22,27,24,TC,SA,6,Y,A,2,2,N,Y,N
5,8,16,24,19,NAT,SA,8,Y,R,2,2,N,Y,N
5,8,16,25,19,NAT,SA,8,Y,R,2,2,N,Y,N
1.8,4,54,50,52,NAT,CVT,1,N,F,2,2,N,Y,N
1.8,4,58,53,56,NAT,CVT,1,N,F,2,2,N,Y,N
2,4,22,32,26,TC,SA,8,Y,R,2,2,N,Y,N
3.4,6,19,30,23,TC,SA,10,Y,R,2,2,N,Y,N
3.4,6,18,27,21,TC,SA,10,Y,A,2,2,N,Y,N
2,4,22,32,26,TC,SA,8,Y,R,2,2,N,Y,N
3.5,6,19,27,22,NAT,SA,8,Y,R,2,2,N,Y,N
3.5,6,29,34,31,NAT,SCV,8,N,R,2,2,N,Y,N
5.7,8,13,18,15,NAT,SA,8,Y,4,2,2,N,Y,N
5.7,8,13,18,15,NAT,SA,8,Y,4,2,2,N,Y,N
2,4,22,32,26,TC,SA,8,Y,R,2,2,N,Y,N
2,4,21,30,24,TC,SA,8,Y,R,2,2,N,Y,N
3.5,6,19,24,21,NAT,SA,6,Y,R,2,2,N,Y,N
3.5,6,18,22,20,NAT,SA,6,Y,P,2,2,N,Y,N
3.5,6,17,21,18,NAT,M,6,N,P,2,2,N,Y,N
3.5,6,17,20,18,NAT,M,6,N,P,2,2,N,Y,N
2.7,4,20,23,21,NAT,SA,6,Y,R,2,2,N,Y,N
2.7,4,19,22,20,NAT,SA,6,Y,P,2,2,N,Y,N
2.5,4,23,29,25,NAT,SA,6,Y,F,2,2,N,Y,N
2.5,4,22,28,25,NAT,SA,6,Y,A,2,2,N,Y,N
2.5,4,22,28,24,NAT,SA,6,Y,A,2,2,N,Y,N
2.5,4,23,30,26,NAT,SA,6,Y,F,2,2,N,Y,N
2.5,4,34,30,32,NAT,SCV,6,N,A,2,2,N,Y,N
3.5,6,19,26,22,NAT,SA,8,Y,A,2,2,N,Y,N
3.5,6,20,26,22,NAT,SA,8,Y,A,2,2,N,Y,N
3.5,6,20,27,23,NAT,SA,8,Y,F,2,2,N,Y,N
3.5,6,19,26,22,NAT,SA,8,Y,A,2,2,N,Y,N
3.5,6,20,27,23,NAT,SA,8,Y,A,2,2,N,Y,N
3.5,6,29,27,28,NAT,SCV,6,N,A,2,2,N,Y,N
3.5,6,31,28,30,NAT,SCV,6,N,A,2,2,N,Y,N
3.5,6,30,28,29,NAT,SCV,6,N,A,2,2,N,Y,N
2.7,4,20,24,22,NAT,SA,6,Y,F,2,2,N,Y,N
3.5,6,20,28,23,NAT,SA,8,Y,R,2,2,N,Y,N
3.5,6,19,26,22,NAT,SA,6,Y,A,2,2,N,Y,N
3.5,6,19,26,22,NAT,SA,6,Y,A,2,2,N,Y,N
3.5,6,20,28,23,NAT,SA,8,Y,R,2,2,N,Y,N
3.5,6,19,26,22,NAT,SA,6,Y,A,2,2,N,Y,N
3.5,6,18,24,21,NAT,SA,6,Y,A,2,2,N,Y,N
3.5,6,20,28,23,NAT,SA,8,Y,R,2,2,N,Y,N
3.5,6,18,24,21,NAT,SA,6,Y,A,2,2,N,Y,N
3.5,6,21,27,23,NAT,SA,8,Y,F,2,2,N,Y,N
3.5,6,20,27,23,NAT,SA,8,Y,F,2,2,N,Y,N
3.5,6,19,26,22,NAT,SA,8,Y,F,2,2,N,Y,N
3.5,6,18,25,21,NAT,SA,8,Y,A,2,2,N,Y,N
3.5,6,29,28,29,NAT,SCV,6,N,A,2,2,N,Y,N
2,4,24,32,27,NAT,SA,6,Y,R,2,2,N,Y,N
2,4,21,28,24,NAT,M,6,N,R,2,2,N,Y,N
1.5,4,30,39,34,NAT,M,6,N,F,2,2,N,Y,N
1.5,4,32,40,35,NAT,SA,6,Y,F,2,2,N,Y,N
4,6,17,20,18,NAT,SA,5,Y,A,2,2,N,Y,N
2,4,22,31,26,TC,SA,8,Y,A,2,2,N,Y,Y
2,4,25,34,28,TC,AMS,7,Y,F,2,2,N,Y,Y
2,4,24,34,27,TC,AMS,7,Y,A,2,2,N,Y,Y
2,4,24,34,27,TC,AMS,7,Y,A,2,2,N,Y,Y
2,4,24,34,27,TC,AMS,7,Y,A,2,2,N,Y,Y
2,4,24,34,27,TC,AMS,7,Y,A,2,2,N,Y,Y
3,6,21,30,24,TC,AMS,8,Y,A,2,2,N,Y,Y
3,6,21,30,24,TC,AMS,8,Y,A,2,2,N,Y,Y
3,6,21,30,24,TC,AMS,8,Y,A,2,2,N,Y,Y
3,6,20,29,23,TC,AMS,8,Y,A,2,2,N,Y,Y
3.6,6,18,25,20,NAT,SA,8,Y,F,2,2,N,Y,N
3.6,6,17,23,19,NAT,SA,8,Y,A,2,2,N,Y,N
3,6,19,24,21,TC,AMS,8,Y,A,2,2,N,Y,Y
2,4,24,33,27,TC,M,6,N,A,2,2,N,Y,Y
2,4,24,33,27,TC,M,6,N,A,2,2,N,Y,Y
2,4,23,27,25,TC,SA,7,Y,A,2,2,N,Y,Y
2,4,19,25,21,TC,SA,8,Y,A,2,2,N,Y,Y
6,12,12,19,15,TC,SA,8,Y,A,2,2,Y,Y,Y
2,4,20,28,23,TC,SA,6,Y,A,2,2,N,Y,N
2,4,20,28,23,TC,SA,6,Y,F,2,2,N,Y,N
2,4,23,27,25,TC,AMS,6,Y,A,2,2,N,Y,Y
2.5,5,19,28,22,TC,AMS,7,Y,A,2,2,N,Y,Y
2.5,5,19,29,22,TC,AMS,7,Y,A,2,2,N,Y,Y
2,4,22,30,25,TC,AMS,7,Y,A,2,2,N,Y,Y
2,4,21,27,23,TC,SA,8,Y,A,2,2,N,Y,Y
2,4,22,27,24,TC,SA,8,Y,F,2,2,N,Y,Y
6.5,12,10,17,12,NAT,AMS,7,Y,A,2,2,Y,Y,N
6.5,12,10,17,12,NAT,AMS,7,Y,A,2,2,Y,Y,N
6.5,12,10,16,12,NAT,AMS,7,Y,A,2,2,Y,Y,N
6.5,12,10,16,12,NAT,AMS,7,Y,A,2,2,Y,Y,N
3,6,20,29,23,SC,SA,8,Y,A,2,2,N,Y,Y
3,6,20,29,23,SC,SA,8,Y,A,2,2,N,Y,Y
3,6,19,29,22,SC,SA,8,Y,A,2,2,N,Y,Y
3,6,19,25,21,SC,SA,8,Y,A,2,2,N,Y,Y
8,16,9,14,11,TC,AMS,7,Y,A,2,2,Y,Y,N
2,4,25,36,29,TC,SA,6,Y,F,2,2,N,Y,Y
2,4,26,34,29,TC,SA,6,Y,F,2,2,N,Y,Y
2,4,26,34,29,TC,SA,6,Y,F,2,2,N,Y,Y
2,4,26,33,29,TC,SA,6,Y,F,2,2,N,Y,Y
2,4,26,33,29,TC,SA,6,Y,F,2,2,N,Y,Y
2,4,21,29,24,TC,M,6,N,A,2,2,N,Y,Y
2,4,22,29,25,TC,AMS,7,Y,A,2,2,N,Y,Y
2,4,23,30,26,TC,AMS,6,Y,A,2,2,N,Y,Y
2,4,23,30,26,TC,AMS,6,Y,A,2,2,N,Y,Y
2,4,24,31,27,TC,AMS,6,Y,A,2,2,N,Y,Y
2,4,22,30,25,TC,AMS,6,Y,A,2,2,N,Y,Y
1.4,4,28,38,32,TC,SA,6,Y,F,2,2,N,Y,N
1.4,4,28,40,33,TC,M,5,N,F,2,2,N,Y,N
1.8,4,24,33,28,TC,SA,6,Y,F,2,2,N,Y,N
2,4,24,33,27,TC,AMS,6,Y,F,2,2,N,Y,N
3.6,6,19,28,22,NAT,AMS,6,Y,F,2,2,N,Y,N
2,4,27,37,31,TC,AMS,7,Y,F,2,2,N,Y,Y
2,4,22,26,24,TC,SA,8,Y,F,2,2,N,Y,Y
4,8,13,22,16,TC,SA,8,Y,A,2,2,Y,Y,Y
4,8,16,26,19,TC,SA,8,Y,A,2,2,Y,Y,Y
2,4,22,28,25,TC,AMS,7,Y,A,2,2,N,Y,Y
4,8,16,24,18,TC,AMS,7,Y,A,2,2,Y,Y,Y
4,8,16,24,18,TC,AMS,7,Y,A,2,2,Y,Y,Y
4,8,14,24,17,TC,SA,8,Y,A,2,2,Y,Y,Y
4,8,14,24,18,TC,SA,8,Y,A,2,2,Y,Y,Y
6.8,8,11,18,14,TC,SA,8,Y,R,1,1,Y,Y,N
5.2,10,14,22,17,NAT,AMS,7,Y,A,2,2,Y,Y,Y
5.2,10,14,22,17,NAT,AMS,7,Y,A,2,2,Y,Y,Y
5.2,10,14,19,16,NAT,AMS,7,Y,A,2,2,Y,Y,Y
5.2,10,13,19,15,NAT,AMS,7,Y,A,2,2,Y,Y,Y
5.2,10,14,21,16,NAT,AMS,7,Y,R,2,2,Y,Y,Y
5.2,10,14,20,16,NAT,AMS,7,Y,R,2,2,Y,Y,Y
5.2,10,14,25,18,NAT,AMS,7,Y,R,2,2,Y,Y,Y
5.2,10,14,25,18,NAT,AMS,7,Y,R,2,2,Y,Y,Y
2.9,6,18,26,21,TC,AMS,8,Y,A,2,2,N,Y,Y
1.8,4,22,30,25,TC,AMS,6,Y,A,2,2,N,Y,N
6,12,12,20,14,TC,SA,8,Y,A,2,2,Y,Y,N
6,12,12,20,14,TC,SA,8,Y,A,2,2,Y,Y,N
6,12,12,20,14,TC,SA,8,Y,A,2,2,Y,Y,N
2,4,25,33,28,TC,M,6,N,F,2,2,N,Y,Y
2,4,24,32,27,TC,AMS,6,Y,F,2,2,N,Y,Y
2,4,19,25,22,TC,SA,6,Y,A,2,2,N,Y,N
2,4,20,26,23,TC,SA,6,Y,F,2,2,N,Y,N
1.8,4,24,33,28,TC,SA,6,Y,F,2,2,N,Y,N
2,4,26,35,29,TC,AMS,7,Y,F,2,2,N,Y,Y
2,4,25,33,28,TC,AMS,7,Y,F,2,2,N,Y,Y
1.8,4,24,33,28,TC,SA,6,Y,F,2,2,N,Y,N
1.8,4,21,30,24,TC,M,6,N,A,2,2,N,Y,N
1.8,4,22,31,25,TC,M,6,N,A,2,2,N,Y,N
1.8,4,25,34,29,TC,M,5,N,F,2,2,N,Y,N
1.8,4,25,34,29,TC,M,5,N,F,2,2,N,Y,N
1.8,4,22,29,24,TC,AMS,6,Y,A,2,2,N,Y,N
2,4,25,36,29,TC,SA,8,Y,F,2,2,N,Y,N
2,4,22,29,25,TC,SA,8,Y,F,2,2,N,Y,N
2,4,20,27,23,TS,SA,8,Y,A,2,2,N,Y,N
2,4,22,28,24,TC,SA,8,Y,A,2,2,N,Y,N
2,4,25,36,29,TC,SA,8,Y,F,2,2,N,Y,N
2,4,25,36,29,TC,SA,8,Y,F,2,2,N,Y,N
2,4,22,32,26,TS,SA,8,Y,A,2,2,N,Y,N
2,4,22,32,26,TS,SA,8,Y,A,2,2,N,Y,N
2,4,24,34,27,TC,SA,8,Y,F,2,2,N,Y,N
2,4,22,30,25,TC,SA,8,Y,A,2,2,N,Y,N
2,4,22,33,26,TC,SA,8,Y,A,2,2,N,Y,N
2,4,22,33,26,TC,SA,8,Y,A,2,2,N,Y,N
2,4,22,31,25,TS,SA,8,Y,A,2,2,N,Y,N
2,4,20,27,22,TS,SA,8,Y,A,2,2,N,Y,N
2,4,20,27,22,TS,SA,8,Y,A,2,2,N,Y,N
2,4,22,33,26,TC,SA,8,Y,A,2,2,N,Y,N
2,4,22,29,25,TS,SA,8,Y,A,2,2,N,Y,N
2,4,22,30,25,TC,SA,8,Y,A,2,2,N,Y,N
2,4,24,34,27,TC,SA,8,Y,F,2,2,N,Y,N
2,4,22,31,25,TS,SA,8,Y,A,2,2,N,Y,N
2,4,23,32,26,TC,SA,8,Y,A,2,2,N,Y,N
2,4,22,28,24,TC,SA,8,Y,A,2,2,N,Y,N
2,4,21,27,23,TS,SA,8,Y,A,2,2,N,Y,N
2,4,23,31,26,TC,SA,8,Y,A,2,2,N,Y,N
